iso3,country,pillar,cluster,action_area,indicator_id,indicator_name,indicator_type,variable_name,question_type,question_text,hierarchy_level,data_type,response,response_value,normalized_response_value,weight,score,parent,question_order,wib,wiaa,wic,regional_hub,un_region,barometer_region
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.a.EXTENT,sub-question,Existence Question 3 How comprehensive in terms of jurisdiction is the coverage of the framework assessed for this question?,4,response,"The framework assessed, or equivalent frameworks, applies across the whole public sector including national, subnational, and local government.",2.0,1.0,,,G.PI.IAD.a,51378.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.a,sub-group,Existence summary:,3,summary,,,,,,G.PI.IAD.a,51379,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.a.SUM_EXISTENCE,sub-question,Existence Question 4 Please summarize your answers to the preceding existence subquestions including the extent of existence,4,summary,Togo has operational laws mandating  the collection  of interest and asset declaration information. The Organic Law No. 2020-003 (1) and its 2021 amendment (2)  establish clear requirements for public officials to declare their assets top the Mediator of the Republic. the publication is not covered,,,,,G.PI.IAD.a,51380.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.a.SUM_EXISTENCE.1,supporting question,Please provide the URLs for the evidence that supports the summary provided,4,summary,https://jo.gouv.tg/sites/default/files/JO/JOS_29_01_2020%20-65E%20ANNEE%20N%C2%B0%2003%20TER.pdf (1) https://assemblee-nationale.tg/wp-content/uploads/2021/06/2021-06-17-loi-adoptee-Loi-organique-modifiant-et-completant-la-loi-organique-N%C2%B02020-003-du-24-janvier-2020-fixant-les-conditions-de-declaration-de-biens-et-avoirs.pdf (2),,,,,G.PI.IAD.a.SUM_EXISTENCE,51380.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.e,section,Elements,2,computed,,,,100.0,50.0,G.PI.IAD,51381.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.e.e1,sub-group,"Provisions for definitions, kinds, and fields:",3,computed,,,,40.0,30.0,G.PI.IAD.e,51382,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.e.e1.AL,sub-question,Elements Question 1 The framework requires collecting specific information on interests assets and liabilities,4,response,Yes,2.0,1.0,10.0,10.0,G.PI.IAD.e.e1,51383.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.e.e1.AL.2,supporting question,Please indicate which section of the framework refers to this issue,4,supporting,"The framework requires collecting specific information on interests, assets, and liabilities. Article 9 of both the 2020 and 2021 laws explicitly mandates the inclusion of detailed information on the type, origin, value, and location of assets, as well as liabilities such as loans and financial commitments.",,,,,G.PI.IAD.e.e1.AL,51383.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.e.e1.NONFINANCIAL,sub-question,Elements Question 2 The framework requires collecting specific information on nonfinancial interests,4,response,Partially ,1.0,0.5,10.0,5.0,G.PI.IAD.e.e1,51384.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.e.e1.NONFINANCIAL.1,supporting question,Please explain your Partially response,4,supporting,Partially. The framework requires the collection of some non-financial interests but does not explicitly cover gifts.,,,,,G.PI.IAD.e.e1.NONFINANCIAL,51384.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.e.e1.NONFINANCIAL.2,supporting question,Which nonfinancial interests are covered?,4,supporting,"The framework covers non-financial interests related to positions held in organizations or affiliations that may influence the duties of public officials, such as membership in boards or associations. However, it does not specifically address gifts.",,,,,G.PI.IAD.e.e1.NONFINANCIAL,51384.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.e.e1.NONFINANCIAL.3,supporting question,Please indicate which section of the framework refers to this issue,4,supporting,This is referenced in the definitions and obligations outlined in Article 2 and Article 8 of the Organic Law No. 2020-003.,,,,,G.PI.IAD.e.e1.NONFINANCIAL,51384.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.e.e1.CHANGE,sub-question,Elements Question 3 The framework requires collecting information on significant changes in interests assets and liabilities,4,response,Yes,2.0,1.0,10.0,10.0,G.PI.IAD.e.e1,51385.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.e.e1.CHANGE.2,supporting question,Please indicate which section of the framework refers to this issue,4,supporting,"The framework requires collecting information on significant changes in interests, assets, and liabilities. This is clearly defined in Article 9 of the Organic Law No. 2020-003 (1) and article 9 of the amendment to this law (2)  which mandates updates for acquisitions, modifications, or liabilities incurred during the mandate.",,,,,G.PI.IAD.e.e1.CHANGE,51385.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.e.e1.FAMILY,sub-question,Elements Question 4 The framework requires disclosure of interests assets and liabilities held by a public officials spouse family members or other close associates,4,response,Partially ,1.0,0.5,10.0,5.0,G.PI.IAD.e.e1,51386.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.e.e1.FAMILY.1,supporting question,Please explain your Partially response,4,supporting,"The framework requires disclosure of interests, assets, and liabilities held by a public official's spouse, family members, or other close associates. Article 8 of the 2020 law (1)  specifically mandates including information about the income and professional situation of the spouse or related persons, but only under certain conditions, such as the absence of a separation of property regime. This does not extend comprehensively to all interests, assets, or liabilities of close associates.",,,,,G.PI.IAD.e.e1.FAMILY,51386.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.e.e1.FAMILY.2,supporting question,Please indicate which section of the framework refers to this issue,4,supporting,Article 8 of the Organic Law No. 2020-003 (1),,,,,G.PI.IAD.e.e1.FAMILY,51386.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.e.e2,sub-group,Provisions for data quality:,3,computed,,,,20.0,10.0,G.PI.IAD.e,51387,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.e.e2.AGENCY_GENERAL,sub-question,Elements Question 5 The framework empowers an agency or official to ensure the accurate and timely collection and publication of required data,4,response,Yes,2.0,1.0,10.0,10.0,G.PI.IAD.e.e2,51388.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.e.e2.AGENCY_GENERAL.2,supporting question,Please indicate which section of the framework refers to this issue,4,supporting,"Yes, the framework empowers agencies and officials to ensure accurate and timely data collection through provisions in Article 10 (verification by the Mediator), Article 19 (sanctions for noncompliance), and Article 16 (annual publication of declarations) of the 2020 (1) and 2021 (2)  laws on the declaration of assets and liabilities by public officials.",,,,,G.PI.IAD.e.e2.AGENCY_GENERAL,51388.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.e.e2.VERIFICATION_GENERAL,sub-question,Elements Question 6 The framework requires a verification process,4,response,No,0.0,0.0,10.0,0.0,G.PI.IAD.e.e2,51389.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.e.e3,sub-group,Provisions for collection and access:,3,computed,,,,40.0,10.0,G.PI.IAD.e,51390,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.e.e3.DIGITAL_COL,sub-question,Elements Question 7 The framework supports the digital collection of data,4,response,No,0.0,0.0,10.0,0.0,G.PI.IAD.e.e3,51391.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.e.e3.TIMELY,sub-question,Elements Question 8 The framework requires that data is regularly updated,4,response,Yes,2.0,1.0,10.0,10.0,G.PI.IAD.e.e3,51392.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.e.e3.TIMELY.2,supporting question,Please indicate which section of the framework refers to this issue,4,supporting,"The framework requires that data is regularly updated. Both the 2020 (1)  and 2021 (2) laws mandate periodic updates to declarations. Article 3 of the 2020 law specifies that declarations must be renewed annually on the anniversary date of the mandate, while Article 9 of the 2021 law reiterates the requirement to reflect any substantial modifications to assets, liabilities, or financial engagements during the mandate.",,,,,G.PI.IAD.e.e3.TIMELY,51392.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.e.e3.ADHOC,sub-question,Elements Question 9 The framework requires that data is updated ad hoc to disclose emergent conflicts of interest,4,response,No,0.0,0.0,10.0,0.0,G.PI.IAD.e.e3,51393.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.e.e3.PUBLICATION,sub-question,Elements Question 10 The framework requires the publication of interest and asset declarations,4,response,No,0.0,0.0,10.0,0.0,G.PI.IAD.e.e3,51394.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.e,sub-group,Elements summary:,3,summary,,,,,,G.PI.IAD.e,51395,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.e.SUM_ELEMENTS,sub-question,Elements Question 11 Please summarize your answers to the preceding element subquestions,4,summary,"The framework in Togo is primarily governed by the Organic Law No. 2020-003 (1), enacted on January 24, 2020, which mandates the collection of interest and asset declarations from public officials. This law requires specific information on assets, liabilities, and the spouse's interests. The amendment to this law (2), adopted on June 17, 2021, reinforces these provisions. Regular updates are mandated annually. The Mediator of the Republic oversees the receipt and storage of declarations, which are kept in sealed envelopes or electronically if chosen by the responsible entity. However, the framework does not include a clear verification process.",,,,,G.PI.IAD.e,51396.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Interest and asset declarations,G.PI.IAD,Governance (PI): Asset declarations,Primary,G.PI.IAD.e.SUM_ELEMENTS.1,supporting question,Please provide the URLs for the evidence that supports the summary provided,4,summary,https://jo.gouv.tg/sites/default/files/JO/JOS_29_01_2020%20-65E%20ANNEE%20N%C2%B0%2003%20TER.pdf (1) https://assemblee-nationale.tg/wp-content/uploads/2021/06/2021-06-17-loi-adoptee-Loi-organique-modifiant-et-completant-la-loi-organique-N%C2%B02020-003-du-24-janvier-2020-fixant-les-conditions-de-declaration-de-biens-et-avoirs.pdf (2),,,,,G.PI.IAD.e.SUM_ELEMENTS,51396.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Political Integrity,Interest and asset declarations,A.PI.IAD,Availability (PI): Asset declarations,Primary,A.PI.IAD,main question,To what extent is detailed interest and asset declaration information available for public use?,1,computed,,,,,0.0,A.PI.IAD,51397.0,0.0321,0.5,0.105,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Political Integrity,Interest and asset declarations,A.PI.IAD,Availability (PI): Asset declarations,Primary,A.PI.IAD.a,section,Existence,2,computed,,,,1.0,0.0,A.PI.IAD,51398.0,0.0321,0.5,0.105,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Political Integrity,Interest and asset declarations,A.PI.IAD,Availability (PI): Asset declarations,Primary,A.PI.IAD.a,sub-group,Exist of existence:,3,computed,,,,1,0.0,A.PI.IAD.a,51399,0.0321,0.5,0.105,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Political Integrity,Interest and asset declarations,A.PI.IAD,Availability (PI): Asset declarations,Primary,A.PI.IAD.a.ONLINE,sub-question,Existence Question 1 Is this data available online in any form?,4,response,Data is not available online.,0.0,0.0,,,A.PI.IAD.a,51400.0,0.0321,0.5,0.105,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Political Integrity,Interest and asset declarations,A.PI.IAD,Availability (PI): Asset declarations,Primary,A.PI.IAD.a.ONLINE.1,supporting question,Are there other offline ways to access this data in the country? eg attending an office to inspect it,4,supporting,"Data on the assets and liabilities of Togolese public officials is not publicly available online. While the government has mandated asset declarations for high-ranking officials, these declarations are confidential and not accessible to the public.  However, the public can access this information offline by visiting the Mediator of the Republic's office, where declarations are filed and can be inspected upon request.",,,,,A.PI.IAD.a.ONLINE,51400.0,0.0321,0.5,0.105,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Political Integrity,Interest and asset declarations,A.PI.IAD,Availability (PI): Asset declarations,Primary,A.PI.IAD.a,sub-group,Existence summary:,3,summary,,,,,,A.PI.IAD.a,51403,0.0321,0.5,0.105,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Political Integrity,Interest and asset declarations,A.PI.IAD,Availability (PI): Asset declarations,Primary,A.PI.IAD.a.SUM_EXISTENCE,sub-question,Existence Question 3 Please summarize your answers to the preceding existence subquestions including the extent of existence,4,summary,"Data on the assets and liabilities of Togolese public officials is not publicly available online. While Organic Law No. 2020-003 (1)  and Decree No. 2021-091/PR (2) mandated asset declarations for high-ranking officials, these declarations are confidential and not accessible to the public.  However, the public can access this information offline by visiting the Mediator of the Republic's office, where declarations are filed and can be inspected upon request",,,,,A.PI.IAD.a,51404.0,0.0321,0.5,0.105,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Political Integrity,Interest and asset declarations,A.PI.IAD,Availability (PI): Asset declarations,Primary,A.PI.IAD.a.SUM_EXISTENCE.1,supporting question,Please provide the URLs for the evidence that supports the summary provided,4,summary,https://jo.gouv.tg/sites/default/files/JO/JOS_29_01_2020%20-65E%20ANNEE%20N%C2%B0%2003%20TER.pdf (1)  https://lemediateur.tg/wp-content/uploads/2022/02/DECRET-SUR-LA-CONSERVATION-ET-LA-SECURISATION-DES-DECLALRATIONS.pdf (2),,,,,A.PI.IAD.a.SUM_EXISTENCE,51404.0,0.0321,0.5,0.105,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Lobbying,G.PI.LOBBY,Governance (PI): Lobbying register,Primary,G.PI.LOBBY,main question,"To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on lobbying activities?",1,computed,,,,,0.0,G.PI.LOBBY,51427.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Lobbying,G.PI.LOBBY,Governance (PI): Lobbying register,Primary,G.PI.LOBBY.a,section,Existence,2,computed,,,,1.0,0.0,G.PI.LOBBY,51428.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Lobbying,G.PI.LOBBY,Governance (PI): Lobbying register,Primary,G.PI.LOBBY.a,sub-group,Exist of existence:,3,computed,,,,1,0.0,G.PI.LOBBY.a,51429,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Lobbying,G.PI.LOBBY,Governance (PI): Lobbying register,Primary,G.PI.LOBBY.a.EXIST_COLLECTION,sub-question,Existence Question 1 Are there laws policies or regulations requiring collection of this information in any form?,4,response,No,0.0,0.0,,,G.PI.LOBBY.a,51430.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Lobbying,G.PI.LOBBY,Governance (PI): Lobbying register,Primary,G.PI.LOBBY.a.EXIST_PUBLICATION,sub-question,Existence Question 2 Are there laws policies or regulations requiring publication of this information in any form?,4,response,No,0.0,0.0,,,G.PI.LOBBY.a,51431.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Lobbying,G.PI.LOBBY,Governance (PI): Lobbying register,Primary,G.PI.LOBBY.a,sub-group,Existence summary:,3,summary,,,,,,G.PI.LOBBY.a,51435,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Lobbying,G.PI.LOBBY,Governance (PI): Lobbying register,Primary,G.PI.LOBBY.a.SUM_EXISTENCE,sub-question,Existence Question 5 Please summarize your answers to the preceding existence subquestions including the extent of existence,4,summary,"As of November 2024, Togo does not have specific laws, policies, or regulations mandating the collection or publication of information related to lobbying activities. A civil society report by the National Alliance of Consumers and the Environment (ANCE) highlights this gap (1) noting the absence of a law on the transparency of lobbying activities for political purposes.  This lack of regulation means that lobbying activities in Togo are not subject to formal oversight or disclosure requirements, potentially affecting transparency and accountability in political processes.",,,,,G.PI.LOBBY.a,51436.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Lobbying,G.PI.LOBBY,Governance (PI): Lobbying register,Primary,G.PI.LOBBY.a.SUM_EXISTENCE.1,supporting question,Please provide the URLs for the evidence that supports the summary provided,4,summary,https://uncaccoalition.org/wp-content/uploads/IRG-2022-submission-UNCAC-Coalition-ANCE-Civil-society-parallel-report-Executive-summary-Togo.pdf (1),,,,,G.PI.LOBBY.a.SUM_EXISTENCE,51436.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Political Integrity,Lobbying,A.PI.LOBBY,Availability (PI): Lobbying data,Primary,A.PI.LOBBY,main question,To what extent is detailed lobbying information available for public use?,1,computed,,,,,0.0,A.PI.LOBBY,51454.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Political Integrity,Lobbying,A.PI.LOBBY,Availability (PI): Lobbying data,Primary,A.PI.LOBBY.a,section,Existence,2,computed,,,,1.0,0.0,A.PI.LOBBY,51455.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Political Integrity,Lobbying,A.PI.LOBBY,Availability (PI): Lobbying data,Primary,A.PI.LOBBY.a,sub-group,Exist of existence:,3,computed,,,,1,0.0,A.PI.LOBBY.a,51456,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Political Integrity,Lobbying,A.PI.LOBBY,Availability (PI): Lobbying data,Primary,A.PI.LOBBY.a.ONLINE,sub-question,Existence Question 1 Is this data available online in any form?,4,response,Data is not available online.,0.0,0.0,,,A.PI.LOBBY.a,51457.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Political Integrity,Lobbying,A.PI.LOBBY,Availability (PI): Lobbying data,Primary,A.PI.LOBBY.a.ONLINE.1,supporting question,Are there other offline ways to access this data in the country? eg attending an office to inspect it,4,supporting,"Currently, there is no available data regarding lobbying activities in Togo. Since there are no laws or regulations establishing a lobbying register or requiring the collection and publication of lobbying information, there are no datasets accessible",,,,,A.PI.LOBBY.a.ONLINE,51457.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Political Integrity,Lobbying,A.PI.LOBBY,Availability (PI): Lobbying data,Primary,A.PI.LOBBY.a,sub-group,Existence summary:,3,summary,,,,,,A.PI.LOBBY.a,51461,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Political Integrity,Lobbying,A.PI.LOBBY,Availability (PI): Lobbying data,Primary,A.PI.LOBBY.a.SUM_EXISTENCE,sub-question,Existence Question 4 Please summarize your answers to the preceding existence subquestions including the extent of existence,4,summary,"As of November 2024, Togo does not have specific laws, policies, or regulations mandating the collection or publication of information related to lobbying activities. A civil society report by the National Alliance of Consumers and the Environment (ANCE) highlights this gap (1), noting the absence of a law on the transparency of lobbying activities for political purposes. This lack of regulation means that lobbying activities in Togo are not subject to formal oversight or disclosure requirements.",,,,,A.PI.LOBBY.a,51462.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Political Integrity,Lobbying,A.PI.LOBBY,Availability (PI): Lobbying data,Primary,A.PI.LOBBY.a.SUM_EXISTENCE.1,supporting question,Please provide the URLs for the evidence that supports the summary provided,4,summary,https://uncaccoalition.org/wp-content/uploads/IRG-2022-submission-UNCAC-Coalition-ANCE-Civil-society-parallel-report-Executive-summary-Togo.pdf (1),,,,,A.PI.LOBBY.a.SUM_EXISTENCE,51462.0,0.0321,0.5,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Right to Information,G.PI.RTI,Governance (PI): RTI performance,Primary,G.PI.RTI,main question,"To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on the performance of right to information (RTI) / freedom of information (FOI) processes?",1,computed,,,,,0.0,G.PI.RTI,51488.0,0.0321,0.3953,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Right to Information,G.PI.RTI,Governance (PI): RTI performance,Primary,G.PI.RTI.a,section,Existence,2,computed,,,,1.0,0.0,G.PI.RTI,51489.0,0.0321,0.3953,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Right to Information,G.PI.RTI,Governance (PI): RTI performance,Primary,G.PI.RTI.a,sub-group,Exist of existence:,3,computed,,,,1,0.0,G.PI.RTI.a,51490,0.0321,0.3953,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Right to Information,G.PI.RTI,Governance (PI): RTI performance,Primary,G.PI.RTI.a.EXIST_COLLECTION,sub-question,Existence Question 1 Are there laws policies or regulations requiring collection of this information in any form?,4,response,No,0.0,0.0,,,G.PI.RTI.a,51491.0,0.0321,0.3953,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Right to Information,G.PI.RTI,Governance (PI): RTI performance,Primary,G.PI.RTI.a.EXIST_PUBLICATION,sub-question,Existence Question 2 Are there laws policies or regulations requiring publication of this information in any form?,4,response,No,0.0,0.0,,,G.PI.RTI.a,51492.0,0.0321,0.3953,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Right to Information,G.PI.RTI,Governance (PI): RTI performance,Primary,G.PI.RTI.a,sub-group,Existence summary:,3,summary,,,,,,G.PI.RTI.a,51496,0.0321,0.3953,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Right to Information,G.PI.RTI,Governance (PI): RTI performance,Primary,G.PI.RTI.a.SUM_EXISTENCE,sub-question,Existence Question 5 Please summarize your answers to the preceding existence subquestions including the extent of existence,4,summary,"Togo’s Law No 2016-006 (1) of March 30, 2016 mandates public institutions to grant the right of citizens to access public information. The law applies across the public sector, granting citizens access to various public records, including data, statistics, and reports. While this framework is operational and ensures broad coverage across government branches, it does not require institutions to record or report metrics on the number of access requests, the number approved or rejected, or collect data on individuals making requests. Therefore, while access rights are established, no mandate exists for reporting on request metrics.",,,,,G.PI.RTI.a,51497.0,0.0321,0.3953,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Political Integrity,Right to Information,G.PI.RTI,Governance (PI): RTI performance,Primary,G.PI.RTI.a.SUM_EXISTENCE.1,supporting question,Please provide the URLs for the evidence that supports the summary provided,4,summary,https://www.cda.tg/wp-content/uploads/2023/01/Loi_No_2016-006.pdf (1),,,,,G.PI.RTI.a.SUM_EXISTENCE,51497.0,0.0321,0.3953,0.1049,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Political Integrity,Right to Information,A.PI.RTI,Availability (PI): RTI performance data,Primary,A.PI.RTI,main question,To what extent is detailed RTI performance information available for public use?,1,computed,,,,,0.0,A.PI.RTI,51514.0,0.0321,0.3953,0.105,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Political Integrity,Right to Information,A.PI.RTI,Availability (PI): RTI performance data,Primary,A.PI.RTI.a,section,Existence,2,computed,,,,1.0,0.0,A.PI.RTI,51515.0,0.0321,0.3953,0.105,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Political Integrity,Right to Information,A.PI.RTI,Availability (PI): RTI performance data,Primary,A.PI.RTI.a,sub-group,Exist of existence:,3,computed,,,,1,0.0,A.PI.RTI.a,51516,0.0321,0.3953,0.105,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Political Integrity,Right to Information,A.PI.RTI,Availability (PI): RTI performance data,Primary,A.PI.RTI.a.ONLINE,sub-question,Existence Question 1 Is this data available online in any form?,4,response,Data is not available online.,0.0,0.0,,,A.PI.RTI.a,51517.0,0.0321,0.3953,0.105,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Political Integrity,Right to Information,A.PI.RTI,Availability (PI): RTI performance data,Primary,A.PI.RTI.a.ONLINE.1,supporting question,Are there other offline ways to access this data in the country? eg attending an office to inspect it,4,supporting,"The law establishes the public’s right to access information but does not require public institutions to make Right to Information (RTI) performance data, such as request statistics or processing times, available online.",,,,,A.PI.RTI.a.ONLINE,51517.0,0.0321,0.3953,0.105,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Political Integrity,Right to Information,A.PI.RTI,Availability (PI): RTI performance data,Primary,A.PI.RTI.a,sub-group,Existence summary:,3,summary,,,,,,A.PI.RTI.a,51520,0.0321,0.3953,0.105,LDRI (Africa),Western Africa,Africa
